Category,Text,split
negative, usuario muchas felicidades cabron ! te mando un fuerte abrazo ,train
negative, usuario obvio hasta se me hace tonta la pregunta ,train
negative,"del plato a la boca se cae la sopa . nunca den por sentado algo amigos , puede aparecer una dra loca queriendo controlar sus vidas y los odie ",train
negative,verga . . . estoy aplicando la de uno en el d a y otro en la noche ,train
negative,ma ana a reforma y despu s a mamar vidrio jajaja jalas ? o te pandeas ? ,train
negative, est bien feo que le dediquen la misma frase a toooodas tus parejas ! tengan tantita madre ! ,train
negative,j venes preparan agua loca en un tinaco y resultan intoxicados ,train
negative,"es la verdad , la palabra verga es de lo m s corriente , pero hombres y mujeres nos vemos igual de corrientes us ndola ",train
negative,gorda nivel mi mam me esconde la comida que le pasaaaa ,train
negative,yo tambi n quer a ser de esos weyes que andan mamando porque ya se puede escribir un chingo bai . ,train
negative,me da sabe que las ni as feas que se creen bonitas ,train
negative,no hay nadie pero nadie en la calle s lo yo soy la loca que anda a esta hora jajaja ,train
negative, qu tiene que ver el calentamiento global con los huracanes ? est y otras razones por las cuales ya nos carg the verga word . ,train
negative,aqui a alguien que le debe valer verga lo que otras personas digan ,train
negative,"por fin alguien se arm de valor para decirlo . ahora , dicho eso el pulque est de la verga ",train
negative,soy partidario de buscar una mejor redacci n con tal de usar el m s hermoso y completo a la verga . ,train
negative,"jam s te vayas a dormir triste o enojado , duerme con una sonrisa y ten en mente esto vali verga este d a , pero ma ana ser diferente . ",train
negative,"se ora , si en la puerta que usted est jalando dice empuje , porque putas sigue jalando la pinche puerta alaverga , me hizo pararme putamadre ",train
negative,bueno termina una semana muy agitada una buena semana la loca soy yo no la semana ,train
negative,me informa mi hermana que una gorda la acuso formalmente de promover la anorexia . ,train
negative,las putas se montan f cil como en gta cajas de paper que ped en ebay ,train
negative,"parece que en vez de amiga tengo una novia loca , celosa y dram tica . ",train
negative,la la la la . . . estado cantando como loca lo que has hecho por mi ,train
negative,qu buen ejemplo . esa madre s fue un festival de mierda ,train
negative,me tienes loca desesperada pues sus problemas son complicados como le explic yo me enamor entre m s huye yo m s lo adoro . . . ,train
negative,"chale , hay cosas feas de trabajar en animaci n de logos y que te pasen cosas as , y saber que son y que no te das el lujo de corregir ",train
negative,wtf ? ? ? universitarios de guanajuato festejan con litros de agua loca y terminan intoxicados ,train
negative,"no anden con chavos guapos pero huecos por presumirlos , se ven turbo tontas ",train
negative,"ya desayun , ya me ba ya sal de casa qu falta ? por que tambi n ya ando valiendo madre . ",train
negative,"no les caga ese relojsito interno que traemos ? de ya acabaste esto , ahora haz esto ya te est s haciendo viejo putas prisas siempre ",train
negative,"son sismo detectado del celular de mi mam y estoy pidiendo a dios que no vuelva a temblar marica , ya no quiero ",train
negative,ma ana horas de cardio . . . no mamar ! que forma de tragar ,train
negative,"sudando la gota gorda , en la hermosa monterrey con wendy . ",train
negative,ya mande a la verga mi tarea porque ando bloqueado y no encuentro ni madres ,train
negative,"asv pa que putas se casaban mis pap s si se la pasan peleando , que pinche estr s ",train
negative,"primero usuario miente , luego paga su spot con recursos p blicos y despu s usa tiempos del ine , no mamar ",train
negative," usuario ojal hay alguien m s bendecido , solo es uno pero igual y vemos como los puedo llevar al padre fer y a madre t ",train
negative,la falta de amor es la mayor pobreza madre teresa de calcuta hqc ,train
negative,pa s donde est la gente m s luchona y chingona del mundo ! ! vivamexicocabrones vivamx mexico ,train
negative,meteora se va a convertir en una gorda fundoshi ,train
negative,"sea m s serio con esas putas publicaciones , inf rmese ! ! ! ",train
negative,simplemente me levantaron las ganas de ir al ba o . eran las am y ya no me pude volver a dormir . el mismo puto insomnio otra vez . ,train
negative, bodagay matrimonios con extranjeras y o extranjeros ? env a un correo a tuboda y solicita informaci n ,train
negative,"si sigo comiendo a estas horas , ser la ni a gorda de antes ",train
negative,"quiero un puto caf , llorar , desestresarme amp no pensar en nada ",train
negative,no les pasa que est n atendiendo la tortilleria de su mama y se les queda pegada la masa en la maquina y tienen que despegarla con su verga ,train
negative, usuario ocult las pruebas de abuso sexual contra los ni os asesinados por su madre en magdalena contreras ,train
negative,mi hermano le acaba de decir a mi mam que es marica ,train
negative,preguntas tontas para respuestas m s tontas . . . deber an de elegir a la m s bonita y ya ! ,train
negative, usuario me dan asco esa clase de cuentas . puras ardidas ah . ,train
negative,"maddeline vip , solo para exigentes , soy una nena inici ndome . putas ciudaddem xico df ",train
negative,aprueba cabildo de agua prieta informe de gobierno . url ,train
negative,pues ve al doctor que te hagan un chequeo medico date cuenta que pesas putos kilos a tus a os y t ,train
negative,p . d no m s pq tengo tantita madre no hice la mala obra del q el gal n cruzar mar y tierra se asusto q no lo hiciera y quedarse con uno ,train
negative,me ven tranquila y todo pero neta tengo un chingo de cosas que hacer nada m s que me vale madre . ,train
negative,tengo chingos de cosas que hacer pero nada mas no hago ni madres . ,train
negative,las deudasdejuego son deudasdehonor . se puso loca la jaula de p jaros en el bunker . ,train
negative,la v word es verga jaja entonces se supone que es de mal gusto que las mujeres la digan y por eso le pusieron as ,train
negative,justo me hice muy feliz cuando me dediqu a m misma y me libere de las obligaciones ,train
negative, hazte a la verga puto . yo siendo una dama al volante ,train
negative,"a m no me gusta todo lo que saca mi madre usuario but i still love her , ",train
negative, usuario no s c mo me siento de que belinda est usandote para filtrar est informaci n solo porque est bien ardida con ese wey ,train
negative,"t me dices si te busco o si nos escapamos , tenemos una noche loca la la la la y rico la pasamos ",train
negative," los del bloomberg me la pelan , los del reforma son unos pendejos , no los ve nadie we pedrito sola ",train
negative,"no entiendo ni madres , pero no les parece bonita la escritura tailandesa ? ",train
negative,"estoy intentando algo nuevo a lo que le llam chingue su madre la vida , haber qu pedo qu pasa ",train
negative,"me acabo de tragar dos aguacates completitos con una cuchara , as es , nunca voy a dejar de ser gorda . ",train
negative," usuario no te equivocabas , mi madre y tu ten an much sima raz n , siempre es mejor lo que viene ",train
negative,y me valiera verga al final sino fuera porque sus irresponsabilidades resultan afectando mi trabajo ! ,train
negative,doy por hecho que mis calificaciones de primer parcial estar n m s que feas ,train
negative,si los del gym supieran que escucho mientras entreno seria el mas joto ,train
negative,acabo de enterrarme la u a en mi pierna de la forma m s tonta . . . tap ndome mearde simeabri ,train
negative,c mo me encanta la verdad q me den as no me lleno de verga adem s quiero panocha para chupar tambi n alguna pareja url ,train
negative,cuando mi vida se volvio loca i feel the sunshine ,train
negative,"les dejo una peque a reflexi n , si les gusta me ayudan a compartirla ? ",train
negative,la encontrar n m s chichona pero m s lechera cu ndo ! ! ! . . . . usuario usuario ,train
negative," usuario usuario trump es muy valiente pero solo con los d biles como los migrantes , pero se arruga ante kim porque ese si le pone en la madre usuario ",train
negative,no termine de entender si eres gorda tienes suerte de que alguien te acose ? ,train
negative,hoy mi madre tuvo una operaci n en los ojos . todo sali bien . despu s de lo que cobr el oftalm logo seguro mi madre podr ver el futuro ! ! ,train
negative,a este putito si no le hago un hijo le hago un queso ,train
negative,martes con de m de mamando onvre se arreglan las cosas . . . creo . . . eso dicen . ,train
negative," usuario mientras se apagaba y se encend a el foco , tengan madre . ",train
negative,grandes cosas se vienen y tantas emociones que me voy a volver loca ,train
negative,de haber sabido que van a poner sus mamadas del horario de verano ni putas madres que nazco . . . . . . . . neta ya que sea . . . lo odio ,train
negative,"no aguanto el fr o en las noches , siempre sue o cosas muy feas y eso me duele m s . ",train
negative,y me hubiera gustado esta vez estar loca y paranoica pero no pinche yo siempre tengo la raz n porque pinche eres as ,train
negative,"como buena gorda , espero el episodio de mastechefmx ",train
negative,"un grito desde colombia por las mujeres , mis respetos linis poleth ",train
negative,est horrible sentirme m s pendeja de lo que estoy . ,train
negative,"los caballeros no tenemos memoria , a menos que sean los caballeros templarios , a esos putos no se les olvida nada . ",train
negative,aqui planeando como dejar de valer madre . ,train
negative,c mo jugarle al verga pt . estudia medicina y ve al gym y entra al equipo de fut y al de volei y dibuja y lee y vive . ,train
negative,"si fueras otra persona le pondr a pausa a mis sentimientos , pero como no , me dejar ir como gorda en tobog n . ",train
negative,"que chingue su madre todo , menos el gym ",train
negative,"borro los putos comentarios , quito sus subs . , y quito los likes , creo que dalas se cago v ",train
negative,la clase de emprendedores esta con madre ,train
negative,siempre hay una gorda que quiere caber en un cachito ,train
negative,"ese jimmy a qui n putas tiene de asesor , pero fijo es alguien tan mula como p lo . ",train
negative,"personas que van al gym , por qu putas se enojan si les ganan el lugar de ejercicio , qui n les manda a hacer rutinas intercaladas ? ",train
negative, . por qu no le pinches hablan a ella ? . la pinche ciudad est bien grande como para ir con ella todos los putos d as . prioridades . ,train
negative,"aqu est la acosadora de cele vv despu s de putos a os , no inventes . ",train
negative,lean a mi amigo gilberto alejandro mej a no sean feas y feos de modos ! url ,train
negative, usuario no me quiero ni imaginar la cantidad de personas que han fallecido por falta de insumos m dicos por la culpa de un gran hdp . ,train
negative,"wey , en todos lados est de la verga . . . pero s , pinche establodem xico ",train
negative,"t crees que estoy loca , pues s , estoy loca de amor ",train
negative,a mi beb nadie lo toca ni dice cosas feas e . e sean bromas o no . tal vez estemos siendo exageradas pero por si acaso soluckytohaveu baek ,train
negative,"mam luchona , atenci n a la bendici n ",train
negative,"jajaja esque sabes que es la verdad . pero si , la gente est loca . menos t . bueno si est s medio loca peor te entiendo . ",train
negative,"esta de la verga mi vida en estos momentos . pero sonr o , alv . porque no me gusta llorar , alv . quiero bailar , alv . ",train
negative,"oye usuario no te preocupes , aqu en twitter todas somos bien putas . eres muy atento por pagar los taxis , todo un caballero la verdad ",train
negative,"si no te contesta es porque le vales verga , es l gico , en pleno la gente se lleva el tel fono hasta al ba o . ",train
negative,"so horrible , espero no se cumpla , putos temblores . ",train
negative,tengo unos putos nervios de no haber pasado el examen de termo ,train
negative,"nuestra madre sant sima de san juan de los lagos , jalisco , m xico . ",train
negative,y mi mam q pensaba q yo estaba loca x pensar q benja es hijo de damian desde q vi lo g erito q es caerententacion ,train
negative,no mames yeye yo si am tu lbum pero perd name por no ser una fan loca como las nuevas ni itas ,train
negative,"como yo s que les encantan stos videos , les comparto otro m o recibiendo una rica mamada en el metro rt ",train
negative, voy a ver a los rhcp y es lo m s pinche emocionante que me ha pasado este puto a o desde hace cien putos a os ! ,train
negative,"una novia intelectual , una putona y otra luchona . para que entre las se complementen . ",train
negative,aun sigo con la pregunta ? y ese que putas no se quiere o que jajajajjaa ,train
negative,"saben nunca creo que usuario me de follow literal , por qu siempre tiene que existir el puto favoritismo ? sebasa m ",train
negative,lo que viene siendo las ganas de mamar . ya mejor hubieran dicho que el negro se rob el tel fono . ,train
negative,la se ora madre dice que deberia de comer mas para que no me duela el est mago cuando llego a cenar ,train
negative,lo peor es cuando te desconecta de los putos servidores partidos seguidos ,train
negative,sabes que a m xico le vale s per verga el partido cuando ves que jair pereira es titular ,train
negative,"el karma me llega a mi en forma de c licos , se pasa bien de verga . ",train
negative,nunca sirven los putos cajeros de usuario en ning n lado ,train
negative,buenos d as que les parece la verga de este heteroenga ado hidrocalido rt para m s aportes de el ,train
negative,"no se supone que llueve agua ? , lo nico que eh visto es que est n lloviendo mucha putas ltimamente ",train
negative, usuario me refiero a que aspiran cosas s per tontas ,train
negative, d la ma ana y mi primo de tres a os hace berrinche porque quiere seguir viendo tv eso le ense a la luchona de mi t a a enajenarse en la tv ,train
negative,cosas que me vuelven loca . la frase de mi pared . mis nuevos zapatos ,train
negative,"so que ten a un loro , tal vez no sea la loca de los gatos , tal vez sea la loca de los loros . ",train
negative,"al rato tengo que exponer de problem tica , y no s ni qu onda pero yo siempre expongo poca madre as que equis . ",train
negative," usuario y mi cumplea os , cabrona ! ",train
negative,c mprenme dulces hijos de sus putas madres como mantra del d a . ,train
negative,de todas maneras quien putas se va a meter a nadar en un r o con ese fr o de bogot . ,train
negative,el papa jugaba tiro al blanco con la sirvienta hasta que la mato y este culerete maric n le gusta marcar mujeres co ,train
negative,"me enamor , estoy babeando por su verga , su axila , su cuerpo , su todo . ",train
negative,cuando vi este comercial de ziploc me acord de la hermosa y luchona usuario ,train
negative,un gobierno que mantiene a los pobres a n m s pobres . no tienen madre . ,train
negative,quiero mamar vergaaaa . tragar semen . tengo antojo cabr n ,train
negative," usuario usuario las opiniones ardidas solo son eso y aunque les arda , chivas representa el fut nacional y hoy dia es el campe n , saludos enanos ",train
negative,"el hijo de magic johnson , un cono de la comunidad gay clar n ",train
negative,"por qu putas participo para el boleto , me quit mi oportunidad ",train
negative,"una pera hoy rescat de una ca da un cupcake , una rebanada de gelatina , un huarache y a mi hijo . ahora s soy madre luchona ",train
negative,"al ver esa imagen de olicity juro q me descontrole terrible . . . grite , flippee pero gra culpa la tuvo una amiga q ",train
negative," enlared usuario escribe y luego de conocerme , el nobel escribi mis putas tristes . ",train
negative, mimisi ndelunes no enojarme por culpa de gente tonta ,train
negative,puta madre quiero suicidarme por la hdp de la gastritis ,train
negative,"he leido mucho sobre la gente hablando de putas , que les hicieron de chiquitos amigos ? ",train
negative, usuario ahorita estar amos a toda madre con rollos ,train
negative,tambi n me molesta mucho que a la primera yo estoy para todos y cuando los necesito les vale madre ,train
negative,mi escuela a veces tiene reglas tan tontas que me sorprende que sigan teniendo alumnos ,train
negative,"eres gorda y crees que bebiendo cerveza light , bajar s de peso , pero tragas puras lechitas azucaradas . ",train
negative,tenia un tweet bien verga pero tengo memoria de dory y valio madre ,train
negative, usuario pues feo no es masterchefmx ,train
negative," ll gale a la verga , pinche pendejo es el t tulo de una canci n que estoy escribiendo . es de amor . ",train
negative,mi ex no quer a tener hijos porque quer a adoptar la bendici n de su mam luchona ,train
negative,"ni a ardida que se va con tu ex para que te den celos , por mi c metelo yo s que siempre te han gustado mis sobras bby ",train
negative,les juro que mi gata es lo m s hermoso que existe ,train
negative,"desde aqu puedo ver , oler , presentir , sus ganas de vestirse de putas en halloween , amigas . ",train
negative, hoyvoyacambiar neta que mal se portaron con la gorda los hijos de lupita ,train
negative," de verdad quieres que yo sea tu problema ? no te parezco demasiado gorda para problema , y aparte demasiado flaca para soluci n ? ",train
negative,se me hace gorda de verle lo gorda que la tiene ,train
negative,ya va a ser y yo sigo cayendo en videos de putos gemidos ,train
negative,aaaahh pero las putas hormonas ten an que atacar ,train
negative,de verdad que ya estoy hasta la madre de las tareas ,train
negative,me quiere en su estado les tengo la verga tieza porque no ha podido cogerme ? escribe al whatsapp ,train
negative,un amigo me hace lo que le hace a su novia . gay ,train
negative,a quien putas le importa . ve a los grupos de alanon te vas a recuperar ,train
negative,"el atlismo est c mo est porque celebramos un empate como si fuera victoria . no mamar , tiene su m rito pero no hay nada que festejar . ",train
negative,para qu putas me tomaba tazas de caf ! ? ? ? no valgo verga ,train
negative,rt si quieres ver la verga de este guapito . . . ,train
negative,no mega archi recontra mamar ! ! ! ! ! si la consumes comp rtela ! ! ! ! ! ! ,train
negative,me revienta que se metan en cosas que no les putas importa ,train
negative,"cuando tu mam est trapeando el piso y dice que no puedes pasar a la cocina , pero tienes un chingo de hambre ",train
negative, usuario un cabron que se siente mamado y sube la misma foto a todos lados todos los putos d as ,train
negative,"hablas como una musa , pero te comportas como una loca . ",train
negative,"a mi no me a bloqueado nadie , pero si quiero que me bloquee la loca de los tatuajes , su locura no valla a ser contagiosa ",train
negative,hoy ca en cuenta que estoy bien pinche loca ,train
negative, sea me vale verga si son unos pendejos y se ofenden con mis comentarios . ,train
negative," usuario usuario usuario jajajaaa hasta eso , creo que no estoy tan pendejuela . no la he cagado a n no necesitaba los ejemplos pero quisiera ver las libretas de otros ",train
negative,dayana te ves bien rica mi amor con ganas de darte verga bien rico ,train
negative,"putos todos , menos los heterosexuales . ellos respetan la moral marcada por el hombre . ",train
negative,"no tengo ning n ed , s lo soy una gorda fingiendo ",train
negative,sabes que ya vali verga cuando los ni os te dicen se ora . ,train
negative,"perd n , esta cuenta se dedica a predicar la palabra de dios , no m s intriga ni chismes de jotos y putas faltos de atenci n . ",train
negative,"bue , me voy a poner a hacer algo de m vida igual no voy a cursar ni loca porque van a hablar del hippie y no quiero escuchar boludeces ",train
negative,ya quiero ver a todos valer verga el primer d a de servicio g g g ,train
negative," qu tate a la verga , yo lo hago yo , trabajando en equipo . ",train
negative,definitivamente tampoco me gust mis putas tristes . pero el relato de sabina me hace preguntarme el feminismo es s lo esa lucha pro mujer ? ,train
negative," usuario estamos feas , disculpe ",train
negative,"soy un im n de gente depresiva , puta , loca y violenta . ",train
negative,entonces se supone que hay que aceptar insultos solo por moda . . . no mamar ,train
negative,"buenos d as morbositos , un seguidor nos manda su rica verga ",train
negative,mi primer video en twitter si les gusta diganme para que suba m s den favorito y retweer martesdeganarseguidoras ,train
negative, porque verga trabajan los taxistas si no circulan ? ,train
negative,la proxima ves que vea a cupido le voy a ense ar donde se clavan sus putas flechas . ,train
negative, decirle putas a las personas que en su solter a viven su sexualidad como quieren ? nada que ver . ,train
negative,"a mi siempre me ignoras y siempre te mando mucho amor , quiero que sepas que cumpli mi promesa y que estoy loca por ",train
negative,"s lo los putos lloran cuando una mujer rompi su coraz n , un verdadero hombre no dice nada , solo desarrolla la capacidad de amar a varias . ",train
negative,"ya no puede uno ser pobre agusto , chingada madre . ",train
negative,"todos hablan de los cerdos que comen huevo con catsup , pero nadie menciona a los putos asquerosos que le echan valentina a su sincronizada ",train
negative, usuario ya le andan haciendo competencia en masterchefmx usuario ,train
negative, usuario que se vallan ala v lo que te mientan la madre no vivir n en la mansi n con nosotros ,train
negative,"putas encuestas de instagram , s lo vinieron a reforzar el alcoholismo ! ",train
negative,eee no se nos olvida que quer an cobrar por los perros rescatistas putos e . e ,train
negative,no puedo convertir el archivo a formato . srt me voy a volver loca ,train
negative,no sean ofrecidas . recuerden que la vida es una pel cula de terror y en ellas siempre mueren primero las putas . ,train
negative,"se les acabo su gorda putos , me voy a poner bien buena ahque ",train
negative,"verga g ey , tienes raz n . est de la verga decir verga , pero est s m s de la verga t . ",train
negative,por que me tuve que enfermar antes de puto mun ? ! vale verga ,train
negative,"conf o en ti , cabr n usuario ",train
negative,"la ltima rima de hoy de usuario ser la nacional de m xico , perfect putos me la llev sin r plicas redbullbatalladelosgallos ",train
negative,mi pareja cojiendose a un chavo y foto de su rica verga el inter ,train
negative,a la vergaaaaa . . . . qu caras est n las putas llantas usuario radial llantas ,train
negative," me duele mucho la cabeza , la traducci n es que me va ir de la verga con mi cruda . ",train
negative,"bendita nfl est de regreso se acabaron los miserables empates a ceros y patitas flacas , lleg el padre y madre de todos los deportes nfl ",train
negative," qqccmh como modelo internacional opino cri cri asturiano kezo como un toro mu grande y me sobra dinero , maric n . . . nena ! resumen . ",train
negative,y hoy diplomado hasta las pm y yo loca por irme a mi casa ,train
negative,yo digo que las cosas son x y la verdad es en ese preciso momento donde esta que lleva el putas . ,train
negative, ap ntale cabr n ! ,train
negative,"pechito , pancita y verga peluda que mas se puede pedir ",train
negative,papasito no digas m s mi culo esta a tus rdenes para que me metas toda tu rica verga ,train
negative,verga ! qu verga es esa verga de acorrientarse de a vergas por andar con la verga en la boca ? verga ! ,train
negative,cuando va a ser el d a que encuentre a alguien en quien pueda confiar posts la re puta madre ? ,train
negative,"no mames , no tengo se al desde hace putas horas ",train
negative, usuario el despachador ya se hab a tirado al piso y llega el sicario a dispararle na m s de puros huevos que poca madre ! ! ! ! ! ,train
negative,si de por s me dan unas nauceas bien feas de la nafa . . . no quiero saber c mo ser n cuando est embarazada ,train
negative,"no mamen , hay mujeres tan bonitas aqu en gdl , y uno tan pinche joto . ",train
negative,"entre que son pelis , canciones o habladas me traen loca ",train
negative,"estos putos celos que tengo no van , neta no van . . . ",train
negative,estoy loca por los gatos ilovecats cats gatos ,train
negative, cosasquesonrom nticas es mandarte a la chingada por no decirme d nde andas . ,train
negative,anonimo justo ahora en el motel de pachuquilla un taxista casado y su amigo d ndome verga ,train
negative,por q mamadora ? nobestoy mamando a nadie es en un universo paralelo ,train
negative,por qu chingaos cuando m s tarde voy todos los putos sem foros tocan en rojo ? ,train
negative,a quien le tengo que dar las nalgas oh mamarle la verga para que me perdonen mi deuda ? ,train
negative,se me hace una falta de respeto que no tengan la cordialidad de irse a chingar a su madre sin que uno se los pida . ,train
negative,"cogiendome a mi nalgon , trag n de verga ! antes no le entraba ! ahora se la come bien rico ! ",train
negative,me estoy volviendo loca con la agenda aiiiiiiiuda . ,train
negative, usuario ahora mismito estoy chequeando si siria ya ha estado en mundiales . . . . . noooo ! santa madre ,train
negative,estoy esperando para entrar al evento de dref y aczino y hay dos putas cuadras de fila . si no entro me mato amigos . ,train
negative,de los errores se aprende bien cabr n . . . ,train
negative,creo que soy la nica loca que de chiquita romp a elotes con el cuello jajajaja ,train
negative,"esa ni a esta loca , ni le hacen falta xd . . . y quiero ir a verte bro , necesito tanto un break , pero las ventas est n mejorando ! ",train
negative,acosas a una chava en el metro y lloras cuando te ponen en la madre . marica . ,train
negative,"lo triste es cuando te dejas llevar por el resentimiento , el orgullo pendejo y el aferrarte a cosas feas del pasado . ",train
negative,sabes que ya valiste cantidades descomunales de verga cuando ves algo y se lo quieres regalar . ,train
negative,rt veronicalderon calladita me veo m s bonita . simematan maracastilla m xico ,train
negative,le gusto a una mentirosa y a una loca que busca un poco de atenci n . es neta ? qu m s falta ? . ,train
negative,"yo creo en mi otra vida fui un pl tano , porque claramente todos me la pelan a la verga ",train
negative,neta si soy fan de timbiriche no entiendo porque las risas putos ! ,train
negative, usuario est cabr n tengo una entrega ma ana y por m s que quiero concentrarme nom s no jaja ya mejor me voy a poner a ver porno . . . ,train
negative," usuario usuario usuario el mismo comentario sobre mis labiales me lo hace mi madre , fan tica del f tbol por cierto xd ",train
negative,"cuando hay ganas , con que me salga la verga del pantalon es suficiente para dartela toda . ",train
negative,"personas que no son feas , son abstractas . . . ",train
negative,"los simpson , pizza , camita calientica y usted sacando me el marica mal genio , vien . ",train
negative,"es decir , me llamas a las de la ma ana y suerte tienes si no te mando a la mierda , no digamos ya que deje de considerarte mi amigo . ",train
negative, usuario usuario usuario y aqu yo como cavern cola pensando en mil razones tontas hahahaha ,train
negative,al fin me puse mi lencer a blanca sissy travesti crossdresser putita ladyboy daddyboytoy ,train
negative, caracteres y yo que cre que tuiter se trataba de ingenio y ahora nos salen con caracateres no mamar ,train
negative,soy una gorda en cuerpo de flaca ! ,train
negative,"si no qued loca con mi examen de biolog a molecular , lo har con el compilado de lovecraft que compr hoy ",train
negative,no se puede creer . estamos meados por una manada de elefantes . la concha de su madre ,train
negative,"oigan , dejen de compartir ese video de la muchacha que serigraf a camisetas en alcantarillas del mundo . est n bien feas , amigues . ",train
negative,ya qu putas esperan para vender el rancho de javier duarte sus posesiones y propiedades mucho dinero para ayudar sismo s mexicodepie ,train
negative,"qu onda con la gente que critica a las chavas que tienen experiencias feas en uber , cabify , etc . , o sea si lo inventan o no , lo unico que ",train
negative,"de haber sabido que iba a incomodar y que significaba mas lo que hiciera cualquier pelado no hago ni putas madres , puros pinches corajes ! ! ! ",train
negative,"valiendo madre , yo ma ana no voy por una sola clase y menos que es la de las de la ma ana . ",train
negative," usuario usuario patricia perdi fuerza porque en m xico tenemos la sierra madre occidental , aqu desgraciadamente no hay nada que lo detenga ",train
negative, frases inspiradoras de la madre teresa de calcuta . ,train
negative,no estoy loca . mi realidad es diferente a la tuya ,train
negative,conozco perras que no ladran y putas que no cobran . ,train
negative,odio los putos tr mites de titulaci n pero me urge la precedula . ,train
negative,"siempre defend a a usuario y ya ni las palomitas son buenas , todas viejas y feas . me gastar mis ptos d mi tarjeta y adi s . ",train
negative,eres una mala madre porque eres una madre real . pmart ,train
negative,"aunque no este ardida , que pinche canci n tan chingona de don sam smith , fue bueno esperar a os url ",train
negative, perfect putos me la llev sin replica aczino . guarden el twit batalladelosgallos ,train
negative,"pocas veces saco mi juguete a pasear y justo cuando decido hacerlo , mis vecinos me lo ponchan . c rgame la verga . ",train
negative," seguronolosabespero esmeralda era el mismo dise o que shun . o sea , que ikki se enamor de su hermano . guacala ! ! pu ",train
negative,luchaaaa ! ! ! lucha por tus metas ! ! ! se una chef luchona ! ! ! soy tu fan ! ! ! ,train
negative,"obviamente ya se vendi , porque como que hay gente re marica que no quiere ir ! ! jaja ",train
negative,"wey es lo maxino , s per trabajador , s per responsable , no toma , no es mujeriego , pero tiene una ex loca . con eso no puedo . ",train
negative, usuario jajaja te s per entiendo . bonitas pero bien tontas para escoger ,train
negative, usuario tu eres la madre fundadora de romperhermandades rominovieneenmicumple usuratonkachi ,train
negative,sus lagrimas del lobo . . . somos la peor especie en este mundo . ,train
negative,busco a mi gata se llama niebla . es probable que est en la ctm culhuacan . ayuda por favor ,train
negative," usuario yo si y no es prieta ni prietita , totalmente clara ",train
negative,no s para qu me citan a las putas siete a eme y ni llegan me lleva la verga . ,train
negative, unmomentodeldiapara mentales la madre a los de los estacionamientos que cierran con coches adentro . . . la porra los saluda ches perros . ,train
negative,como me caga que me pongan a hacer resumenes y m s cuando son de mate y vienen puros putos ejemplos ,train
negative,cu l de todas las jotas ardidas de saltillo anda hablando mal de m ? ,train
negative,fue de hace unas horas no andes mamando . pero te lo dije en l dm ,train
negative," usuario madre m a , los tatuajes ! que lindo dise o ",train
negative,estoy teniendo la conversaci n m s din mica loca de mi d a jajajajaja ,train
negative,"lo m s chido de berlin es que uno puede ser como quiera y a todos les vale verga . cat lico , drag , puta , joto , monja , etc . aprendamos amigos . ",train
negative,neta meter al wero pero para meterlo a un costado se mamo neta ! ! ,train
negative,"vale madres . si con ve a las letras chiquitas , con caracteres no veo ni madres ",train
negative,cualquier persona que me siga el rollo hasta en mis tonteras m s tontas tiene mi coraz n ganado ,train
negative,"mmmm primero que estaba gorda y ahora que estoy muy flaca , ya dejenme en paz y regalenme ropa nueva que la mia me queda grande ya , gracias ",train
negative,"ya lo veo venir , el mi rcoles el profesor me tirar de a loca y derechista perd n por no confiar en ninguno pol tico profesor ",train
negative," notas la diferencia usuario as se le dedica un tweet al supremo . ponte verga , chavo . ",train
negative,los enfermos no se curan gracias a dios chingada madre . miles de a os de desarrollo de medicina para agradecer a dios ? ! ,train
negative, usuario obvio no . no mms es mejor ser mamona que tonta ,train
negative,meti ndole bien rico la verga a una panochita con tanga ,train
negative,no tiene madre lo mal que juega usuario ,train
negative,le gustan mas feas q yo ,train
negative,"todo el pinche d a trabajando , no me dio tiempo de pensar en pendejadas . me lleva la verga . ",train
negative,hoy todas las chicas en promoci n chicos si piden informes sean serios evite nos bloquearlos por preguntas tontas ,train
negative,"may , ya casi es navidad , y ahora si podr escuchar villancicos sin que me traten de loca ",train
negative, usuario que acabo de conocer a uno ! ! que est que se come solo el hdp ,train
negative,amanec en modo puta ya me urge una verga que me llene de leche ,train
negative,"neta quiero llorar much simo , ver las fotos de yoongi me sirvieron para darme cuenta de lo enamorada que estoy de l valgo verga ",train
negative,oigan est de la verga vivir con tantos putos temblores ,train
negative,"qu f cil le decimos a alguien gorda , joto , naco , puta , etc tera . y qu f cil olvidamos cuanto cabemos en una de estas absurdas categor as . ",train
negative,ahora que tengo caracteres puedo mandar a la mierda todo ,train
negative,"si sobrevivo este fin de semana puedo decir que soy luchona , profesionista , m ster , madre padre y quita calenturas a la vez ",train
negative,pa que vean que en chiapas no hay pura prieta . url ,train
negative,"tal vez este no sea el mejor lugar para expresar esto , pero me vale verga . . . que buen culo . ",train
negative,algo acaba de dar un golpe desde adentro del closet . . . que puto miedo . ,train
negative,"se mam , se mam el internet . se mam . happyhalloween ",train
negative,ustedes que saben de cosas feas si no viven hasta milpa alta . ,train
negative," usuario hahaha , poltergeist es m s f cil que yo vaya y te las prepar porque en el camino ya se hicieron feas ",train
negative,"mi hermano me etiqueta siempre en cosas feas y asquerosas no s ni para qu abro su notificaci n , es como caer en videos de gemidos ",train
negative,pan de masa madre usuario ,train
